ID	Nom
250	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1570
251	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1004
252	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1013
253	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1015
254	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1019
255	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1023
256	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1031
257	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1037
258	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1042
259	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1044
260	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1050
261	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1058
262	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1060
263	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1067
264	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1084
265	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1136
266	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1098
267	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1100
268	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1101
269	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1103
270	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1128
271	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1131
272	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1137
